Query	Accession	Product_Name	OrthoDB	OrthoDB_Desc	Zen_OrthoDB	Zen_OrthoDB_Desc	UKB_OrthoDB	UKB_OrthoDB_Desc	GO_BP	GO_MF	GO_CC	Evidence_existence	InterPro	Pfam	UKB_GO_BP	UKB_GO_MF	Identity	Length	Evalue	Score	ODB_OG	ODB_Description	ODB_GO_MF	ODB_GO_BP	ODB_EC	ODB_COG_category	ODB_KEGG_ko	ODB_Interpro	ODB_evalue	ODB_score
tr_A0A8J9SNF5_A0A8J9SNF5_9CHLO	A0A8J9SNF5	ATPase family AAA domain-containing protein 3	17428at33090	ATPase family AAA domain-containing protein	7796at75966	ATPase family AAA domain-containing 3-B	NA		NA	GO:0005524,GO:0016887	GO:0016020,GO:0042645	4	IPR003593,IPR039188,IPR021911,IPR003959,IPR027417	PF00004,PF12037	NA	GO:0005524,GO:0016887	100	604	0	1112	17428at33090	ATPase family AAA domain-containing protein	GO:0005524,GO:0008270,GO:0000166	GO:0007005	-	Q,M,J	-	IPR027417,IPR039188,IPR003959,IPR021911,IPR003593	2.45e-133	83.48
tr_A0A8J9SNG2_A0A8J9SNG2_9CHLO	A0A8J9SNG2	P-loop NTPase domain-containing protein LPA1 homolog 2	276357at33090	P-loop NTPase domain-containing protein LPA1	73256at3041	P-loop containing nucleoside triphosphate hydrolase	NA		NA	NA	NA	4	IPR027417	NA	NA	NA	100	498	0	933	276357at33090	P-loop NTPase domain-containing protein LPA1	-	-	-	T,K,O	-	IPR027417	5.23e-95	66.58
tr_A0A8J9SNG3_A0A8J9SNG3_9CHLO	A0A8J9SNG3	N-alpha-acetyltransferase 30	1523537at33090	N-alpha-acetyltransferase	71206at3041	N-alpha-acetyltransferase	NA		NA	GO:0004596	GO:0031417	3	IPR016181,IPR000182,IPR044542	PF00583	NA	GO:0004596	100	186	3.61e-132	374	1523537at33090	N-alpha-acetyltransferase	GO:0004596,GO:0016747,GO:0016740	-	-	J,T,C	-	IPR044542,IPR000182,IPR016181	6.29e-65	129.02
tr_A0A8J9SNH1_A0A8J9SNH1_9CHLO	A0A8J9SNH1	Isobutyryl-CoA dehydrogenase, mitochondrial	1169225at33090	acyl-CoA dehydrogenase/oxidase C-terminal	5762at75966	Acyl-CoA dehydrogenase/oxidase, N-terminal	NA		NA	GO:0003995,GO:0050660	GO:0005739	3	IPR006089,IPR006091,IPR046373,IPR036250,IPR009075,IPR013786,IPR037069,IPR009100,IPR052547	PF00441,PF02770,PF02771	NA	GO:0003995,GO:0050660	100	412	2.33e-289	791	1169225at33090	acyl-CoA dehydrogenase/oxidase C-terminal	GO:0016627,GO:0050660,GO:0016491	-	-	I,H,Q	-	IPR046373,IPR037069,IPR013786,IPR009100,IPR036250,IPR009075,IPR006089,IPR006091	8.87e-282	238.71
tr_A0A8J9SNI1_A0A8J9SNI1_9CHLO	A0A8J9SNI1	peptidyl-tRNA hydrolase	3581at33090	peptidyl-tRNA hydrolase	73625at3041	peptidyl-trna hydrolase	NA		NA	GO:0004045	GO:0005829,GO:0005739	4	IPR023476,IPR002833,IPR015940,IPR009060	PF01981,PF22562	NA	GO:0004045	100	226	2.18e-155	436	3581at33090	peptidyl-tRNA hydrolase	GO:0016787	GO:2000811,GO:2000210	3.1.1.29	J	-	IPR023476,IPR002833	2.91e-18	51.85
tr_A0A8J9SNI7_A0A8J9SNI7_9CHLO	A0A8J9SNI7	Reverse transcriptase zinc-binding domain-containing protein	520822at2759	hypothetical protein	520822at2759	hypothetical protein	NA		NA	NA	NA	4	NA	NA	NA	NA	100	477	0	946										
tr_A0A8J9SNJ6_A0A8J9SNJ6_9CHLO	A0A8J9SNJ6	Lysine-specific demethylase 8	1198002at33090	Lysine-specific demethylase	7730at75966	Lysine-specific demethylase 8	NA		NA	GO:0016706	NA	3	IPR041667,IPR003347	PF13621	NA	GO:0016706	100	522	0	1065	1198002at33090	Lysine-specific demethylase	GO:0051864	GO:0031591	-	J,T,K	-	IPR003347,IPR041667	6.73e-93	79.46
tr_A0A8J9SNK1_A0A8J9SNK1_9CHLO	A0A8J9SNK1	Uncharacterized protein	NA		NA		NA		NA	NA	NA	4	NA	NA	NA	NA	100	210	2.68e-148	417										
tr_A0A8J9SNK7_A0A8J9SNK7_9CHLO	A0A8J9SNK7	Mitochondrial inner membrane protease subunit 1	1361176at33090	uncharacterized protein	73314at3041	mitochondrial inner membrane protease subunit 1	NA		GO:0006627,GO:0006465	GO:0004252	GO:0042720	3	IPR036286,IPR052064,IPR000223,IPR019533	PF10502	GO:0006627,GO:0006465	GO:0004252	100	185	1.31e-138	390	1361176at33090	uncharacterized protein	GO:0004252,GO:0008236	GO:0006465,GO:0006508,GO:0006627	-	O,J,T,K	-	IPR019533,IPR000223,IPR036286	3.73e-44	99.16
tr_A0A8J9SNL0_A0A8J9SNL0_9CHLO	A0A8J9SNL0	PsbP domain-containing protein 4, chloroplastic	2306at33090	PSBP DOMAIN-CONTAINING PROTEIN 4 CHLOROPLASTIC	496416at2759	psbP domain-containing protein 4 chloroplastic	NA		GO:0015979	GO:0005509	GO:0019898,GO:0009654	4	IPR016123,IPR002683,IPR006311	PF01789	GO:0015979	GO:0005509	100	225	1.48e-157	442	2306at33090	PSBP DOMAIN-CONTAINING PROTEIN 4 CHLOROPLASTIC	GO:0005509	GO:0015979	-	T,E	-	IPR016123,IPR002683	2.94e-68	106.45
tr_A0A8J9SNL9_A0A8J9SNL9_9CHLO	A0A8J9SNL9	Trifunctional UDP-glucose 4,6-dehydratase/UDP-4-keto-6-deoxy-D-glucose 3,5-epimerase/UDP-4-keto-L-rhamnose-reductase	1582019at33090	NAD-dependent epimerase/dehydratase	70877at33090	Trifunctional UDP-glucose 4,6-dehydratase/UDP-4-keto-6-deoxy-D-glucose 3,5-epimerase/UDP-4-keto-L-rhamnose-reductase	NA		GO:0009225	GO:0008460	NA	4	IPR005888,IPR016040,IPR036291	PF16363	GO:0009225	GO:0008460	100	366	1.46e-271	742	1582019at33090	NAD-dependent epimerase/dehydratase	GO:0010280,GO:0050377,GO:0008460	GO:0051555,GO:0010253,GO:0010315	-	M,F,J	-	IPR036291	1.26e-12	28.4
tr_A0A8J9SNM5_A0A8J9SNM5_9CHLO	A0A8J9SNM5	Probable BPI/LBP family protein At3g20270	38881at33090	BPI/LBP family protein	38881at33090	BPI/LBP family protein	NA		NA	GO:0008289	GO:0005615	4	IPR017943,IPR032942,IPR001124	PF02886	NA	GO:0008289	100	616	0	1215										
tr_A0A8J9SNM7_A0A8J9SNM7_9CHLO	A0A8J9SNM7	VOC domain-containing protein	720954at33090	uncharacterized protein LOC107799856	2616at3041	Glyoxalase-like domain	NA		NA	NA	NA	4	IPR052164,IPR029068,IPR004360,IPR037523	PF00903	NA	NA	100	119	1.59e-80	238	720954at33090	uncharacterized protein LOC107799856	-	-	-	T,K,Q	-	IPR004360,IPR029068	4.31e-38	128.94
tr_A0A8J9SNN4_A0A8J9SNN4_9CHLO	A0A8J9SNN4	Heme chaperone HemW	1522635at33090	uncharacterized protein	72104at3041	Radical SAM	NA		GO:0006779	GO:0051539,GO:0004109	GO:0005737	3	IPR034505,IPR006638,IPR010723,IPR004559,IPR007197,IPR023404	PF06969,PF04055	GO:0006779	GO:0051539,GO:0004109	100	489	0	979	1522635at33090	uncharacterized protein	GO:0051539,GO:0051536,GO:0003824,GO:0004109	GO:0006779	-	J,O,H	-	IPR004559,IPR034505,IPR006638,IPR007197,IPR023404	3.82e-123	96.69
tr_A0A8J9SNP5_A0A8J9SNP5_9CHLO	A0A8J9SNP5	Probable actin-depolymerizing factor 1 at C-terminar half	1138814at33090	Actin depolymerizing factor	73192at3041	actin-depolymerizing factor	NA		GO:0030042	GO:0003779	GO:0015629	3	IPR002108,IPR029006,IPR017904	PF00241	GO:0030042	GO:0003779	100	318	1.04e-192	538	1138814at33090	Actin depolymerizing factor	GO:0003779,GO:0051015	GO:0030042,GO:0007015	-	O,T,K	-	IPR002108,IPR029006,IPR017904	4.62e-34	64.5
tr_A0A8J9SNQ0_A0A8J9SNQ0_9CHLO	A0A8J9SNQ0	Uncharacterized protein	NA		NA		NA		NA	NA	NA	4	NA	NA	NA	NA	100	366	9.05e-169	482										
tr_A0A8J9SNR1_A0A8J9SNR1_9CHLO	A0A8J9SNR1	Probable allantoate deiminase	1523829at33090	Allantoate deiminase	4676at2759	allantoate deiminase	NA		NA	GO:0016813	NA	4	IPR010158,IPR036264	NA	NA	GO:0016813	100	552	0	1066	1523829at33090	Allantoate deiminase	GO:0016813,GO:0016787	-	-	E,M,T	-	IPR010158,IPR002933,IPR011650,IPR036264	7.23e-126	87.38
tr_A0A8J9SNR8_A0A8J9SNR8_9CHLO	A0A8J9SNR8	Glycosyltransferase 2-like domain-containing protein	72571at33090	glycosyl transferase family group 2-domain-containing protein	72571at33090	glycosyl transferase family group 2-domain-containing protein	NA		NA	NA	GO:0016020	4	IPR001173,IPR029044	PF13632	NA	NA	100	912	0	1801	72571at33090	glycosyl transferase family group 2-domain-containing protein	-	-	-	G,M,N	-	IPR029044,IPR001173	0	237.17
tr_A0A8J9SNS1_A0A8J9SNS1_9CHLO	A0A8J9SNS1	Rhodanese-like domain-containing protein 14, chloroplastic	72619at3041	rhodanese-like domain-containing protein	72619at3041	rhodanese-like domain-containing protein	NA		NA	NA	NA	4	IPR001763,IPR036873,IPR043186	PF00581	NA	NA	100	171	1.06e-119	342										
tr_A0A8J9SNT3_A0A8J9SNT3_9CHLO	A0A8J9SNT3	Uncharacterized protein	17339at33090	hypothetical protein	7707at75966	hypothetical protein	NA		NA	NA	NA	4	NA	NA	NA	NA	100	137	2.68e-83	247	17339at33090	hypothetical protein	-	-	-	-	-	-	1.42e-82	218.98
tr_A0A8J9SNU4_A0A8J9SNU4_9CHLO	A0A8J9SNU4	Probable DnaJ homolog subfamily C member 17	9796at75966	DnaJ domain	9796at75966	DnaJ domain	NA		NA	GO:0003723	NA	4	IPR001623,IPR036869,IPR012677,IPR035979,IPR000504	PF00226,PF00076	NA	GO:0003723	100	425	1.27e-279	767										
tr_A0A8J9SNU8_A0A8J9SNU8_9CHLO	A0A8J9SNU8	DUF6816 domain-containing protein	72467at33090	Twin-arginine translocation pathway, signal sequence	72467at33090	Twin-arginine translocation pathway, signal sequence	NA		NA	NA	NA	4	IPR049213,IPR019546	PF20670	NA	NA	100	345	2.23e-244	671	72467at33090	Twin-arginine translocation pathway, signal sequence	-	-	-	C,E,G	-	IPR049213	1.47e-221	225.65
tr_A0A8J9SNV6_A0A8J9SNV6_9CHLO	A0A8J9SNV6	Uncharacterized protein	NA		NA		NA		NA	NA	NA	4	NA	NA	NA	NA	100	216	5.85e-155	434										
tr_A0A8J9SNW6_A0A8J9SNW6_9CHLO	A0A8J9SNW6	Uncharacterized protein	1578895at33090	hypothetical protein	80042at3041	hypothetical protein	NA		NA	NA	NA	4	NA	NA	NA	NA	100	320	4.24e-209	580	1578895at33090	hypothetical protein	-	-	-	-	-	-	4.56e-178	197.81
tr_A0A8J9SNX2_A0A8J9SNX2_9CHLO	A0A8J9SNX2	Uncharacterized protein	NA		NA		NA		NA	NA	NA	4	NA	NA	NA	NA	100	52	1.08e-23	90.1										
tr_A0A8J9SNX7_A0A8J9SNX7_9CHLO	A0A8J9SNX7	Probable Sec1 family domain-containing protein 2	21136at33090	Sec1-like, domain 2	515246at2759	Sec1-like, domain 2	NA		GO:0006886,GO:0016192	NA	NA	3	IPR001619,IPR027482,IPR036045	NA	GO:0006886,GO:0016192	NA	100	734	0	1396	21136at33090	Sec1-like, domain 2	-	-	-	-	ko00280,ko00640	IPR001619,IPR036045	4.91e-174	99.32
tr_A0A8J9SNY2_A0A8J9SNY2_9CHLO	A0A8J9SNY2	Uncharacterized protein	32752at33090	hypothetical protein	8906at75966	hypothetical protein	NA		GO:0006044	NA	GO:0005737	4	IPR022036	PF12239	GO:0006044	NA	100	203	6.16e-155	433	32752at33090	hypothetical protein	-	GO:0006044	-	-	-	IPR022036	4.91e-35	81.82
tr_A0A8J9SNY9_A0A8J9SNY9_9CHLO	A0A8J9SNY9	Uncharacterized protein	NA		NA		NA		NA	NA	NA	4	NA	NA	NA	NA	100	75	1.15e-46	149										
tr_A0A8J9SNZ2_A0A8J9SNZ2_9CHLO	A0A8J9SNZ2	3-oxo-Delta(4,5)-steroid 5-beta-reductase	1116457at33090	3-oxo-Delta(4,5)-steroid 5-beta-reductase-like	70055at3041	NAD-dependent epimerase/dehydratase	NA		NA	GO:0016627	NA	4	IPR036291	PF22917	NA	GO:0016627	100	366	2.1e-280	764	1116457at33090	3-oxo-Delta(4,5)-steroid 5-beta-reductase-like	GO:0016627	GO:0006629	-	T,Q,J	-	IPR036291,IPR001509	5.84e-43	50.07
tr_A0A8J9SNZ8_A0A8J9SNZ8_9CHLO	A0A8J9SNZ8	Probable protein spinster homolog 1	6770063at2759	transporter	6770063at2759	transporter	NA		NA	GO:0022857	GO:0016020	3	IPR011701,IPR044770,IPR036259	PF07690	NA	GO:0022857	100	480	0	961										
tr_A0A8J9SP02_A0A8J9SP02_9CHLO	A0A8J9SP02	GABA transporter 1	1539496at33090	GABA transporter 1-like isoform X2	40134at2759	amino acid	NA		NA	GO:0015171	GO:0016020	4	IPR013057	PF01490	NA	GO:0015171	100	445	0	892	1539496at33090	GABA transporter 1-like isoform X2	-	-	-	-	-	-	5.86e-49	44.49
tr_A0A8J9SP07_A0A8J9SP07_9CHLO	A0A8J9SP07	AB hydrolase-1 domain-containing protein	1522890at33090	Glycosyl hydrolase family 81, C-terminal domain	9911at75966	Alpha/Beta hydrolase fold	NA		NA	NA	NA	4	IPR029058	NA	NA	NA	100	525	0	1068	1522890at33090	Glycosyl hydrolase family 81, C-terminal domain	-	-	-	C,P,I	-	IPR000073,IPR029058	6.69e-25	22.6
tr_A0A8J9SP09_A0A8J9SP09_9CHLO	A0A8J9SP09	Tubulin-tyrosine ligase-like protein 12	44547at33090	uncharacterized protein	44547at33090	uncharacterized protein	NA		GO:0036211	GO:0016874	GO:0005737	4	IPR004344,IPR027749	PF03133	GO:0036211	GO:0016874	100	634	0	1259	44547at33090	uncharacterized protein	-	-	-	T,M,H	-	IPR027749,IPR032675,IPR004344	1.08e-35	23.68
tr_A0A8J9SP17_A0A8J9SP17_9CHLO	A0A8J9SP17	Serine/threonine-protein kinase SAPK2	1544591at33090	Protein kinase domain	75166at3041	Protein kinase domain	NA		GO:0035556	GO:0005524,GO:0004674	GO:0005737	4	IPR011009,IPR000719	PF00069	GO:0035556	GO:0005524,GO:0004674	100	530	0	1054	1544591at33090	Protein kinase domain	GO:0005524,GO:0016301	GO:0016310	-	T,M,O	-	IPR000719,IPR011009	0	235.28
tr_A0A8J9SP19_A0A8J9SP19_9CHLO	A0A8J9SP19	Uncharacterized protein	1430381at33090	uncharacterized protein LOC112289249	74892at3041	ssDNA-binding transcriptional regulator	NA		GO:0006355	GO:0003677	NA	4	IPR014947,IPR009044	PF08848	GO:0006355	GO:0003677	100	295	2.71e-213	588	1430381at33090	uncharacterized protein LOC112289249	-	-	-	Q,V,P,C	-	IPR014947,IPR009044	3.63e-206	244.91
tr_A0A8J9SP23_A0A8J9SP23_9CHLO	A0A8J9SP23	O-methyltransferase	1585147at33090	hypothetical protein	1585147at33090	hypothetical protein	NA		NA	NA	NA	4	IPR029063	PF13578	NA	NA	100	223	1.38e-161	452	1585147at33090	hypothetical protein	-	-	-	L,I,Q,K	-	IPR029063	1.82e-145	231.17
tr_A0A8J9SP37_A0A8J9SP37_9CHLO	A0A8J9SP37	Probable histone H3.2 at C-terminar half	NA		NA		NA		NA	GO:0003677,GO:0046982,GO:0030527	GO:0000786,GO:0005634	3	IPR009072,IPR007125,IPR000164	PF00125	NA	GO:0003677,GO:0046982,GO:0030527	100	763	0	1490										
tr_A0A8J9SP39_A0A8J9SP39_9CHLO	A0A8J9SP39	Probable alanine racemase	1540342at33090	Alanine racemase	74872at3041	Alanine racemase	NA		GO:0006522	GO:0008784	NA	4	IPR000821,IPR009006,IPR011079,IPR001608,IPR029066	PF00842,PF01168	GO:0006522	GO:0008784	100	407	3.62e-295	805	1540342at33090	Alanine racemase	GO:0008784,GO:0003824,GO:0016853,GO:0030170	GO:0030632,GO:0006522	-	M,E,J	-	IPR009006,IPR029066,IPR011079,IPR001608,IPR000821	1.13e-286	245.46
tr_A0A8J9SP45_A0A8J9SP45_9CHLO	A0A8J9SP45	Hexosyltransferase	NA		NA		NA		NA	NA	NA	4	IPR038578	NA	NA	NA	100	340	1.37e-256	702										
tr_A0A8J9SP47_A0A8J9SP47_9CHLO	A0A8J9SP47	Uncharacterized protein ycf37 at C-terminar half	14287at33090	Tetratricopeptide repeat domain-containing protein pyg7 protein	4655at75966	Uncharacterized protein ycf37	NA		NA	NA	GO:0016020	4	IPR011990,IPR019734,IPR050498	PF13424	NA	NA	100	296	2.13e-206	571	14287at33090	Tetratricopeptide repeat domain-containing protein pyg7 protein	-	-	-	V,E,P	-	IPR011990,IPR019734	1.77e-66	92.91
tr_A0A8J9SP55_A0A8J9SP55_9CHLO	A0A8J9SP55	Uncharacterized protein	NA		NA		NA		NA	NA	NA	4	NA	NA	NA	NA	100	201	2.45e-110	320										
tr_A0A8J9SP57_A0A8J9SP57_9CHLO	A0A8J9SP57	Integral membrane bound transporter domain-containing protein	24656at33090	Aluminum-activated malate transporter	518766at2759	hypothetical protein	NA		NA	NA	GO:0016020	4	IPR049453	PF13515	NA	NA	100	738	0	1441	24656at33090	Aluminum-activated malate transporter	-	-	-	-	-	IPR049453	0	223.24
tr_A0A8J9SP64_A0A8J9SP64_9CHLO	A0A8J9SP64	DNA excision repair protein ERCC-6-like 2	49208at33090	P-loop containing nucleoside triphosphate hydrolase	9929at75966	P-loop containing nucleoside triphosphate hydrolase	NA		NA	GO:0005524,GO:0140658,GO:0004386,GO:0016787	NA	4	IPR014001,IPR001650,IPR027417,IPR038718,IPR049730,IPR000330,IPR050496	PF00271,PF00176	NA	GO:0005524,GO:0140658,GO:0004386,GO:0016787	100	1081	0	2125	49208at33090	P-loop containing nucleoside triphosphate hydrolase	GO:0015616,GO:0000166,GO:0016787,GO:0005524	GO:0045003,GO:0006283	-	L,K,V	-	IPR027417,IPR049730,IPR001650	5.44e-176	60.57
tr_A0A8J9SP67_A0A8J9SP67_9CHLO	A0A8J9SP67	Uncharacterized protein	41393at33090	expressed protein	535503at2759	expressed protein	NA		NA	NA	GO:0016020	4	IPR032751	PF15993	NA	NA	100	188	8.29e-114	328	41393at33090	expressed protein	-	-	-	-	-	IPR032751	1.43e-118	225.27
tr_A0A8J9SP70_A0A8J9SP70_9CHLO	A0A8J9SP70	UBX domain-containing protein 7	20142at33090	UBX domain-containing	6811at75966	UBX domain	NA		GO:0043161	GO:0043130	GO:0005634	4	IPR036249,IPR006577,IPR009060,IPR029071,IPR001012,IPR050730	PF13899,PF14555,PF00789	GO:0043161	GO:0043130	100	444	1.6688054002804e-308	862	20142at33090	UBX domain-containing	GO:0043130	GO:0043161	-	-	-	IPR009060,IPR006577,IPR029071,IPR003903,IPR036249,IPR001012	3.55e-64	58.9
tr_A0A8J9SP77_A0A8J9SP77_9CHLO	A0A8J9SP77	BZIP domain-containing protein	53863at33090	Basic-leucine zipper domain	548708at2759	Basic-leucine zipper domain	NA		NA	NA	NA	4	NA	NA	NA	NA	100	465	0	868	53863at33090	Basic-leucine zipper domain	-	-	-	K	-	IPR004827,IPR046347	0	16.1822
tr_A0A8J9SP78_A0A8J9SP78_9CHLO	A0A8J9SP78	SAND domain-containing protein	1596516at33090	hypothetical protein	84927at3041	hypothetical protein	NA		NA	NA	NA	4	NA	NA	NA	NA	100	1502	0	2314	1596516at33090	hypothetical protein	-	-	-	-	-	-	0	175.3
tr_A0A8J9SP86_A0A8J9SP86_9CHLO	A0A8J9SP86	Phospholipase ABHD3	37897at3041	Alpha/Beta hydrolase fold	37897at3041	Alpha/Beta hydrolase fold	NA		GO:0044255	GO:0047372,GO:0034338	NA	3	IPR029058,IPR000073,IPR000952,IPR050960,IPR012020	PF12697	GO:0044255	GO:0047372,GO:0034338	100	416	1.6688056738804e-308	855										
tr_A0A8J9SP94_A0A8J9SP94_9CHLO	A0A8J9SP94	Uncharacterized protein	64928at2759	uncharacterized protein	64928at2759	uncharacterized protein	NA		NA	NA	NA	4	NA	NA	NA	NA	100	364	2.34e-251	691										
tr_A0A8J9SP97_A0A8J9SP97_9CHLO	A0A8J9SP97	Probable DNA replication licensing factor MCM7 at N-terminal half	NA		NA		NA		NA	NA	NA	4	IPR012340	NA	NA	NA	100	498	0	936										
tr_A0A8J9SPA2_A0A8J9SPA2_9CHLO	A0A8J9SPA2	Uncharacterized protein	NA		NA		NA		NA	NA	NA	4	IPR011990	NA	NA	NA	100	316	1.04e-207	576										
tr_A0A8J9SPB0_A0A8J9SPB0_9CHLO	A0A8J9SPB0	Probable Ankyrin repeat domain-containing protein 54 at N-terminal half	9153at75966	probable Ankyrin repeat domain-containing protein 54	9153at75966	probable Ankyrin repeat domain-containing protein 54	NA		NA	NA	GO:0005737,GO:0005634	4	IPR002110,IPR036770,IPR011989,IPR016024,IPR050745	PF12796	NA	NA	100	1882	0	3436										
tr_A0A8J9SPB8_A0A8J9SPB8_9CHLO	A0A8J9SPB8	Probable kynurenine 3-monooxygenase	75791at3041	probable kynurenine 3-monooxygenase	75791at3041	probable kynurenine 3-monooxygenase	NA		GO:0070189	GO:0004502	GO:0016020	4	IPR036188	NA	GO:0070189	GO:0004502	100	645	0	1253										
tr_A0A8J9SPC0_A0A8J9SPC0_9CHLO	A0A8J9SPC0	Probable integrase/recombinase xerD homolog	40076at33090	Glycosyl hydrolase family 63, N-terminal	538944at2759	reverse transcriptase	NA		GO:0015074,GO:0006310	GO:0003677	NA	4	IPR011010,IPR013762,IPR010998,IPR052925	NA	GO:0015074,GO:0006310	GO:0003677	100	299	2.72e-215	594	40076at33090	Glycosyl hydrolase family 63, N-terminal	-	-	-	L,X,V	ko00270	IPR043128,IPR043502,IPR000477	0	98.3291
tr_A0A8J9SPC8_A0A8J9SPC8_9CHLO	A0A8J9SPC8	Pericentrin/AKAP-450 centrosomal targeting domain-containing protein	1598365at33090	hypothetical protein	86087at3041	hypothetical protein	NA		NA	NA	GO:0043226	4	NA	NA	NA	NA	100	2852	0	3142	1598365at33090	hypothetical protein	-	-	-	-	-	-	0	133.61
tr_A0A8J9SPD0_A0A8J9SPD0_9CHLO	A0A8J9SPD0	Uncharacterized protein	NA		NA		NA		NA	NA	NA	4	NA	NA	NA	NA	100	104	5.08e-70	211										
tr_A0A8J9SPD5_A0A8J9SPD5_9CHLO	A0A8J9SPD5	Uncharacterized protein	1557668at33090	hypothetical protein	76502at3041	hypothetical protein	NA		NA	NA	NA	4	NA	NA	NA	NA	100	151	6.6e-102	295	1557668at33090	hypothetical protein	-	-	-	-	-	-	9.27e-97	230.46
tr_A0A8J9SPE0_A0A8J9SPE0_9CHLO	A0A8J9SPE0	Probable RNA-directed DNA polymerase	26845at33090	probable RNA-directed DNA polymerase from mobile element jockey	425014at2759	uncharacterized protein	NA		NA	GO:0003964	NA	4	IPR043502,IPR043128,IPR000477	PF00078	NA	GO:0003964	100	861	0	1744	26845at33090	probable RNA-directed DNA polymerase from mobile element jockey	GO:0003964	GO:0006278	-	X,T,L	-	IPR043502,IPR043128,IPR000477	0	99.4186
tr_A0A8J9SPE4_A0A8J9SPE4_9CHLO	A0A8J9SPE4	Uncharacterized protein	NA		NA		NA		NA	NA	NA	4	NA	NA	NA	NA	100	95	2.65e-61	188										
tr_A0A8J9SPF1_A0A8J9SPF1_9CHLO	A0A8J9SPF1	Probable protein TIC 62, chloroplastic at N-terminal half	1526713at33090	protein TIC 62 chloroplastic	9344at75966	NAD(P)-binding domain	NA		NA	NA	NA	4	IPR016040,IPR036291,IPR044719	PF13460	NA	NA	100	857	0	1061	1526713at33090	protein TIC 62 chloroplastic	-	-	-	M,X,L	-	IPR016040,IPR036291,IPR044719	1.27e-64	42.01
tr_A0A8J9SPF3_A0A8J9SPF3_9CHLO	A0A8J9SPF3	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain-containing protein	25121at33090	hypothetical protein	519231at2759	hypothetical protein	NA		NA	NA	NA	4	NA	NA	NA	NA	100	151	6.76e-86	254	25121at33090	hypothetical protein	-	-	-	-	-	-	0	81.8575
tr_A0A8J9SPF9_A0A8J9SPF9_9CHLO	A0A8J9SPF9	Uncharacterized protein	NA		NA		NA		NA	NA	NA	4	NA	NA	NA	NA	100	131	1.71e-92	270										
tr_A0A8J9SPG6_A0A8J9SPG6_9CHLO	A0A8J9SPG6	Probable cytosolic iron-sulfur protein assembly protein CIAO1 homolog	1518349at33090	Cytosolic iron-sulfur protein assembly protein	492at75966	putative cytosolic iron-sulfur protein assembly protein CIAO1-like protein	NA		GO:0016226	NA	GO:0097361,GO:0043226	3	IPR028608,IPR020472,IPR015943,IPR019775,IPR036322,IPR001680	PF00400	GO:0016226	NA	100	356	2.16e-176	500	1518349at33090	Cytosolic iron-sulfur protein assembly protein	-	GO:0016226	-	L,G,T	-	IPR015943,IPR020472,IPR036322,IPR019775,IPR028608,IPR001680	2.18e-138	142.8
tr_A0A8J9SPG9_A0A8J9SPG9_9CHLO	A0A8J9SPG9	CHRD domain-containing protein	NA		NA		NA		NA	NA	NA	4	IPR010895	PF07452	NA	NA	100	265	1.15e-174	488										
tr_A0A8J9SPH5_A0A8J9SPH5_9CHLO	A0A8J9SPH5	Probable lipase at C-terminar half	9661at75966	Fungal lipase-like domain	9661at75966	Fungal lipase-like domain	NA		GO:0006629	NA	NA	4	IPR029058,IPR002921,IPR051218	PF01764	GO:0006629	NA	100	949	0	1821										
tr_A0A8J9SPI3_A0A8J9SPI3_9CHLO	A0A8J9SPI3	Ribosomal RNA large subunit methyltransferase H	71724at33090	Methyltransferase	71724at33090	Methyltransferase	NA		GO:0032259,GO:0006364	GO:0008168	NA	3	IPR029028,IPR003742,IPR029026	PF02590	GO:0032259,GO:0006364	GO:0008168	100	208	1.49e-144	407	71724at33090	Methyltransferase	-	-	-	J,T,M,O	-	IPR029026,IPR003742,IPR029028	3.25e-55	108.31
tr_A0A8J9SPI6_A0A8J9SPI6_9CHLO	A0A8J9SPI6	Probable lysine-specific demethylase JMJ706 at N-terminal half	1205382at33090	lysine-specific demethylase JMJ706-like	9930at75966	Lysine-specific demethylase 5C	NA		GO:0010468	GO:0034647	GO:0000785,GO:0005634	4	IPR003347,IPR003349	PF02373,PF02375	GO:0010468	GO:0034647	100	1144	0	2169	1205382at33090	lysine-specific demethylase JMJ706-like	GO:0034647	GO:0010468	-	-	-	IPR003349	2.09e-66	38.07
tr_A0A8J9SPJ4_A0A8J9SPJ4_9CHLO	A0A8J9SPJ4	Uncharacterized protein	1524678at33090	uncharacterized protein LOC112280056	7629at75966	hypothetical protein	NA		NA	NA	NA	4	NA	NA	NA	NA	100	159	1.17e-108	313	1524678at33090	uncharacterized protein LOC112280056	-	-	-	J,K	ko00030,ko00710,ko01200,ko01230	IPR012677,IPR000504,IPR035979	2.1e-42	118.12
tr_A0A8J9SPK0_A0A8J9SPK0_9CHLO	A0A8J9SPK0	Probable nuclear envelope integral membrane protein 1	15028at33090	Nuclear envelope integral membrane 1 isoform B	5396at75966	Nuclear envelope integral membrane 1 isoform B	NA		NA	NA	GO:0005637	3	IPR019358	PF10225	NA	NA	100	502	0	967	15028at33090	Nuclear envelope integral membrane 1 isoform B	-	-	-	-	-	IPR019358	0	223.9
